plant,plant_desc,sales_organization,sales_organization_desc,bts_month,material,material_description,product_desc,product_code,product_grade,product_bag,quantity_in_kg,quantity_in_mt,quantity_in_lb,as_on_date,update_datetime,production_date,region,vertical,company_segment,so_known_name,line_no,product_quality,product_family,order_type_desc
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
A170,Pt Indorama Polypet Indonesia,ID20,PTIPPI-Indonesia,Jul-24,2403001756,"RMPT,N1,BG,1150KG,SSP1","RMPT,N1,BG,1150KG,SSP1",N1,,1150KG,1150,1.1500000000000001,2535.29,2024-07-24,2024-07-24 18:19:22.640411+05:30,2024-07-05,APAC,PET,IPET,PPT,,BG,,
